id_utilisateur,pseudo_user,description_user,content,image,date_time,timezone,contains_délai,contains_panne,contains_urgence,contains_scandale,contains_pas,contains_jamais,contains_rien,contains_problème,contains_erreur,contains_impossible,contains_tarifs,contains_aucune
119,JunkiePriss,Priss,@ENGIEpartFR le site est en panne depuis 2 jours … Quand pourrons nous y avoir accès s’il vous plaît,[],2024-06-09 10:35:17,+02:00,False,True,False,False,False,False,False,False,False,False,False,False
120,K616670984,K6,@__SuperMO__ Moi j'aimerais qu'un conseiller @ENGIEpartFR me contacte vu que c'est impossible que ma conso ait fait un X5 alors que mes habitudes ont pas changé. Mais ils savent qu'envoyer des lettres de relance. Une vraie mafia.\n#EngieVsLePeuple https://t.co/sX263b397M,['https://t.co/sX263b397M'],2024-04-21 21:11:50,+02:00,False,False,False,False,True,False,False,False,False,True,False,False
120,K616670984,K6,"Cher @CaronAymericoff. J'habite votre circonscription\n @ENGIEpartFR me dde 1 régul de 900e, pretend que mes conso ont été multipliées par 5 par rapport à l'année précédente (prtt mes habitudes n'ont pas changé) et ils veulent me faire payer 276€/mois (pr un studio de 23m2)",[],2024-01-08 23:50:52,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
121,KR1SD4RK,Kr1s D4rꓘ,@ENGIEpartFR #FoutageDeGueule 🤬 https://t.co/DgrS1dR0Gm,['https://t.co/DgrS1dR0Gm'],2024-11-19 19:52:42,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
122,Kadorito,Arnaud Ladrière,"@ENGIEpartFR @ENGIEgroup Pour compléter le tableau, des échanges lunaires avec un(e) conseiller(e) qui répond à moitié aux questions sur ces factures, et à coté raconte n'importe quoi : que nous aurions signé un contrat en février (pas du tout) et n'aurions pas été facturé de l'électricité (archi faux).",[],2025-01-24 20:34:01,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
122,Kadorito,Arnaud Ladrière,"6 ans qu'on est chez @ENGIEpartFR @ENGIEgroup et nous continuons à avoir des erreurs de facturation, toujours gérées comme des pieds. Là je viens de recevoir 3 factures datées d'hier, sans aucune justification ou conso, juste un montant, circulez y'a rien à voir. Scandaleux.",[],2024-03-22 15:43:26,+01:00,False,False,False,True,False,False,True,False,True,False,False,True
123,KergoatMickael,kergoat mickael,@lavoixdunord @ENGIEpartFR @ENGIEgroup a dû anticiper la hausse je suis passé de 120 à 350€ par mois en 1 été ……,[],2024-11-22 15:16:39,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
124,Khodexx,Khodex,"@60millions @ENGIEpartSAV Je ne sais pas non plus si @UFCquechoisir peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. J'en ai marre !",[],2024-07-12 11:48:21,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
124,Khodexx,Khodex,"@ENGIEpartFR vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. Donc je récapitule : en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. Celle-ci ne fonctionnait plus.",[],2024-05-22 09:53:53,+02:00,False,True,False,False,False,False,False,False,False,False,False,False
125,KiddoLG,Gemini Josette,"@ENGIEgroup @ENGIEpartFR pires escrocs, ça vous dérange pas de faire payer 400€ a une de vos clientes tout simplement parce qu'une de vos salariées n'a pas été capable de faire son travail correctement ? La honte absolue.",[],2024-04-16 10:31:03,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
126,KrGA9z,TF AK 🔴🟡,@ENGIEpartFR @ENGIEgroup Qui force ses clients à payé + SANS être prévenu évidemment ??? C’est hallucinant ! \nOn augmente la mensualité sans me prévenir et quand je demande une explication on ne m’en donne pas ! https://t.co/rJKV1cMcFw,['https://t.co/rJKV1cMcFw'],2024-11-04 17:31:40,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
127,Krole31,K-ᖇOᒪᗴ de Toulouse,"Dites moi @ENGIEpartFR c’est quoi cette augmentation x 3 de l’abonnement gaz pour 2025, doublée d’une baisse de la plage de consommation KwH ?\n\nJe vais mettre un barbecue au milieu de mon salon si ça continu https://t.co/1ikRpX5Lxt",['https://t.co/1ikRpX5Lxt'],2025-02-25 13:09:31,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
128,KuikuiToyboy,L’incroyable Kuikui,"@ENGIEpartFR vous m’expliquez ? Et concernant l’abonnement que je payais aux alentours de 10 euros avant , il y a eu une augmentation drastique de presque 10 euros à partir d’Avril 2024 ! Déjà que je paye 10 euros aussi pour le dépannage chaque mois. https://t.co/eOqRESlUKy",['https://t.co/eOqRESlUKy'],2024-01-08 20:01:43,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
129,LaBelleEnYeux,Eilahtan 🌸☀️🏝,"Ça fait des mois qu’@ENGIEpartFR  me réclame 572,22€ sans me dire ce que c’est. Facture de septembre rien du tout de cette somme et facture de novembre ça apparaît en report de la facture précédente. Ça fait des mois et rien. Et ils  m’ont mis en recouvrement @ENGIEpartSAV",[],2025-01-15 18:37:01,+01:00,False,False,False,False,False,False,True,False,False,False,False,False
129,LaBelleEnYeux,Eilahtan 🌸☀️🏝,"Ça fait des mois que @ENGIEpartSAV me réclame 572,22€ sans savoir me dire ce qu’est cette somme. Mes abonnements et consommations ont été payés et cette somme qui sort de nulle part. Je sens que je vais partir et dire bonjour à @EDFofficiel",[],2024-06-06 17:43:55,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
129,LaBelleEnYeux,Eilahtan 🌸☀️🏝,Quand @ENGIEpartFR te facture une somme qui arrive de nulle part et qu’il cherche la petite bête pour ne pas annuler la somme. Depuis quand on demande un relevé de compte totale. Je sens que je vais en faire un tiktok avec mes 20k d’abonnés ça fera du bruit,[],2024-01-22 09:55:16,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
130,LaBretonne12,La Bretonne 🇺🇦🏳️‍🌈,"@GRDF @ENGIEpartFR \nAujourd'hui j ai rencontré Kafka. 45 mn au tel,avec engie puis grdf puis de nouveau engie. Engie est incapable de modifier une adresse, pour les factures OK, mais pour le reste non. Utilisation de sous traitant à tout va",[],2024-06-07 14:53:32,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
131,Lalutotale,La Lu Totale ! 👑,45 min au téléphone avec @ENGIEpartFR pour tenter de comprendre leurs tableaux aux intitulés trompeurs pr notre offre qui change au 1er septembre.\nJe fais les calculs avec la dame.\nEn se basant sur notre conso réelle de 2023 : tarif +46% ! 🤬😱\nMais vous êtes malades !!,[],2024-02-28 07:08:47,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
132,LaureBBW,Triomphe de Neptune 🧞‍♀️,@ENGIEpartFR c’est normal que je comprend rien à ma consommation ?\nEntre abonnement et conso c’est quoi la différence ?,[],2024-01-30 08:51:16,+01:00,False,False,False,False,False,False,True,False,False,False,False,False
133,LaurentBauer,Laurent Bauer,"Suite de ma journée ""formulaire de contact foireux"" : la zone de commentaire limitée à 200 caractères. Dites @ENGIEpartFR on n'est plus en 1970 à compter les octets, hein... Si je saisis un message c'est que ma demande n'est pas simple.",[],2024-04-15 23:31:07,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
134,LaurentCR314159,hyperboloïde DE REVOLUTION,Mais pas ma facture\nEn 2020 je consommais 1694m3 et payais 1080€\nEn 2021 j'installé un poêle à bois\nEn 2023 j'ai consommé 1127m3(-33%)\nEt payé...1033€(-4%)\n@ENGIEpartFR  vs vs êtes foutu mes économies ds la poche! avec lesquelles je comptais acheter mon bois.\nQuel bon business! https://t.co/Pw67eKZY1w,['https://t.co/Pw67eKZY1w'],2024-04-06 10:46:03,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
135,LaurentCREPET,Laurent CREPET,Et un phishing/scam de l'espace clients particuliers de @ENGIEpartFR...\nCa ne s'arrêtera jamais. 😭 https://t.co/tePgUl0au1,['https://t.co/tePgUl0au1'],2024-04-16 08:23:14,+02:00,False,False,False,False,False,True,False,False,False,False,False,False
136,LeArtavus,Artavus,@ENGIEgroup @ENGIEpartFR vous pouvez me rappeler le prix du Kwh ?\nJ'ai dû louper un truc https://t.co/tWW2pEOfcI,['https://t.co/tWW2pEOfcI'],2024-06-03 12:14:50,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
136,LeArtavus,Artavus,En 2024 l'électricité s'envole avec @ENGIEpartFR\n\nJ'attends qu'il corrige... https://t.co/2s7CBgFsx6,['https://t.co/2s7CBgFsx6'],2024-01-03 15:40:58,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
137,LeMalth,Le Malth’,"@ENGIEpartFR \nbonsoir, serait-il possible d’avoir un contact? 10 jours pour avoir un rdv avec un technicien…une 🏠 à 16 degrés avec pompe à chaleur et 🏠 neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée 😤",[],2024-03-23 22:32:53,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
138,Lecroise,Lecroise,@ENGIEpartFR \nImpossible de déposer une réclamation pour le service client !,[],2024-02-28 13:38:31,+01:00,False,False,False,False,False,False,False,False,False,True,False,False
140,LigeourP,ligeour   pierre,"@FestimagesNatur @ENGIEpartFR Depuis mon  renouvellement  de contrat  j ai une ligne consommation  obligation  pour le  gaz 0,01319 +TVA et l électricité  0,01307 +TVA  ayant  partagé  avec  des  connaissances  clients  ENGIE fort de  constater que je suis le seul dans  ce cas et vous  ?",[],2024-06-27 22:35:12,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
141,LilKermzy,Kermit,@ENGIEpartFR 3 Fois que je répète toutes mes informations pour faire UNE FICHE CLIENT et c'est si compliqué que ca ? \nLORDINATEUR NE MARCHE PAS ?????? C'est quoi ??? Une entreprise des années 40 ?????,[],2025-02-26 16:11:08,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
142,LitaCabbit,Lita🌺,"@ENGIEpartFR @la_csf Vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. On a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. JE ME TIRE. https://t.co/TDEl0GFiAN",['https://t.co/TDEl0GFiAN'],2024-03-26 15:10:27,+01:00,False,False,False,False,True,True,False,False,False,False,False,False
142,LitaCabbit,Lita🌺,"@ENGIEpartFR @la_csf awi, et vous ne vous gênez pas pour nous enterrer un peu + en me balançant un mail pour m'annoncer que vous ajoutez 213 euros à nos mensualités bah en fait c'est non bye 🧳👋",[],2024-12-02 13:34:05,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
143,LittleNalia,❤NALYA❤,Je ne comprends pas comment ma conso de gaz a pu📈 alors que mes habitudes de conso  n'ont pas changé entre septembre (22kw)et mtn (3800kw) clairement je me pèle le cul pour ne pas avoir 1800€ de régul mais c'est inutile @ENGIEpartFR @ENGIEgroup  vous auriez une explication svp,[],2024-12-18 17:19:41,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
144,LucienneSnadly,Lux,@ENGIEpartFR mp envoyé ! Thx pour la réponse ! \nBonne journée,[],2025-01-21 15:35:04,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
145,MCarolineL,Mlle Halloween 🎃,"@ENGIEpartFR Salut Engie ! Comment ça va vous ? Bien bien ? Parce qu'en fait vous nous avez supprimé notre contrat gaz sans nous avertir, on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais d'abo et de souscription ?",[],2024-03-21 11:54:14,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
146,MDHauCombat,Maître D'hôtel Extra En Detresse!,@ENGIEpartFR @CoopSecuDefense \nCe fournisseur d électricité sont des voleurs ! \n1400 euros en 2 mois de factures et surtout ne pouvant donner aucune explications c est terrible .\n#nepasprendreengie,[],2024-12-10 13:00:40,+01:00,False,False,False,False,True,False,False,False,False,False,False,True
147,ML09119902,M L,L’appli #monpilotageelec est toujours KO ce matin @ENGIEpartSAV @ENGIEpartFR,[],2024-01-06 16:07:35,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
148,Malika_CK,Malika Dlr,Quelqu'un sait comment contacter un responsable chez @ENGIEpartFR @ENGIEgroup ? Jamais disponible quand on parle aux conseillers 🤔🤷,[],2024-04-17 18:05:41,+02:00,False,False,False,False,False,True,False,False,False,False,False,False
149,Marierohaut,Marie de Vimal,@ENGIEgroup @ENGIEpartFR service client déplorable …. Plus de 10 jours sans chauffage avec un nourrisson dans un appartement parisien et pas de solution trouvée ? Comment est-ce possible ?  #irresponsables #interventiondurgence,[],2025-02-24 12:16:43,+01:00,False,False,True,False,True,False,False,False,False,False,False,False
150,MariieDn,Anti Chipies🧨 🇯🇲,Facture prévisionnel d’électricité quasi 500€ de regul alors que en journée je suis pas là les chauffage sont pas allumés ? @ENGIEpartFR ça va dans vos têtes ????,[],2024-01-17 14:45:59,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
151,Mariie_Chantale,Marie Chantal 🔻,"Et bonne année, je paie 220 par mois d élec et gaz et  j'ai une régul de ce montant, je suis solo avec mes enfants ont se chauffe à 19, pas de console ni ordi @ENGIEpartFR  vous me dites de voir une assistante sociale https://t.co/8DJ7pFQ0HO",['https://t.co/8DJ7pFQ0HO'],2024-09-11 19:22:05,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
152,Mathild_e,mathi,"@ENGIEpartFR ma mère se retrouve avec une facture de 17 885 € (oui oui) de gaz pour le mois de janvier alors qu'elle est aux alentours de 200 euros normalement. Au standard on lui répond juste ""c'est votre conso madame"", il n'y a pas un problème ???",[],2024-12-09 09:49:59,+01:00,False,False,False,False,True,False,False,True,False,False,False,False
153,MaudKautzmann,Maîtresse Maud,"Mais je n'ai PAS déménagé @ENGIEpartFR @ENGIEgroup. Vous avez ouvert une ligne en mon nom avec une nouveau contrat.... Fermez moi ça! Et engagez des gens compétents! Vos ""conseillers"" ne comprennent rien. \n#engie https://t.co/Yt1Na0YpmX",['https://t.co/Yt1Na0YpmX'],2024-01-25 11:06:37,+01:00,False,False,False,False,True,False,True,False,False,False,False,False
154,MavaMathias,Maëva✨,@ENGIEpartSAV  2 mois que j’appelle pour un rendez-vous d’entretien d’une clim gainable … 2 mois que vos téléoperateurs me promènent !! Gros ras le bol ….,[],2024-04-10 14:43:53,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
155,MaxTheMenace2,MaxTheMenace,"Tu entend que le prix de la facture electrique va diminuer de 15%\n\nMais quand t'es chez @ENGIEgroup , la facture augmente de 16%\n\npour 300 kWh a 80€...ça passe a 310kWh a 95€\n\nN'allez pas chez Engie, même si ils demarchent des Fdp toquer a votre porte se faisant passer pour EDF",[],2024-11-20 13:48:53,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
156,MdameCoquelicot,MdameCoquelicot,"L'abonnement de gaz x  2.36 + plage de consommation supérieure alors que j'ai considérablement réduit ma consommation. Ça va, @ENGIEpartFR ?",[],2023-12-29 15:01:48,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
157,Me_Little_J,Julie,"@ENGIEpartSAV un mois d’attente pour que quelqu’un me recontacte depuis la résiliation de mon contrat, on rappelle toutes les semaines et impossible d’avoir le service facturation en direct bien évidemment, comment on fait pour être remboursé d’un service non fait ?",[],2025-02-10 17:52:17,+01:00,False,False,False,False,False,False,False,False,False,True,False,False
158,Melhildor,Vinz Robert,"Le prix au kWh a été multiplié par 2 (et même par un peu plus que 2 pour les heures creuses). @ENGIEpartFR vous êtes des voleurs, mais comme nous avons également un gouvernement de voleurs, c'est logique qu'il vous laisse faire.",[],2024-05-23 23:37:15,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
159,Mellyninimelo,Glitter B0mb,@ENGIEgroup quand t'as un fucking dégâts des eaux depuis 7h du mat ça te laisse bien en attente il est 14h ya de l'eau partout et ON A PAS DE NEWS je vais faire un scandale,[],2024-11-15 18:15:08,+01:00,False,False,False,True,True,False,False,False,False,False,False,False
160,MerlinPainpin,Alexus,Le plus gros suspense de l’année 😳\n@ENGIEpartFR https://t.co/cWJpcKmTrN,['https://t.co/cWJpcKmTrN'],2024-08-11 14:23:22,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
161,MetrakOfficial,Metrak,"@ENGIEpartFR vous avez peter un câble ? Tu chauffe à 18 degré, tu consomme jamais et tu paye 500 balles, vous nous prenez vraiment pour des cons ? #engie https://t.co/t4Re3SuuEx",['https://t.co/t4Re3SuuEx'],2023-12-21 15:27:08,+01:00,False,False,False,False,False,True,False,False,False,False,False,False
162,MikaTena,Mika Tena,@ENGIEpartFR \nUne catastrophe…\nJuste là pour récupérer l’argent.\nAucun respect du consommateur.,[],2024-02-21 18:46:23,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
163,MilltonFrost,Icare,"@ENGIEpartFR bonjour, j’ai regardé mon échéancier, la semaine dernière, ok et je regarde aujourd’hui j’ai pris 30€ en plus?\nSans communication, sans prévenir, sans raison?\nVous annoncez un prix et vous le changez comme vous voulez?",[],2024-10-18 11:53:02,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
164,Mimoz0,Mimoso,"Tu sais quoi @ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé-33% d élec mais que j ai quasi 300€ de plus à payer ? Un jour je n'aurais plus la force, vraiment. https://t.co/pjVVXsbpUS",['https://t.co/pjVVXsbpUS'],2024-02-26 09:44:39,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
165,MissElerinna,𝓔𝓵𝓮𝓷𝓪  🎂🎁 J-29,Bonjour @ENGIEpartFR est il possible d'échanger par mp s'il vous plaît ? Ça fait depuis le mois d'août que j'ai accepté votre devis et rien n'a bougé malgré les relances téléphoniques... pour quelque chose à faire en urgence ça commence à faire long.,[],2024-05-16 15:33:16,+02:00,False,False,True,False,False,False,True,False,False,False,False,False
166,Monaidex,bop🇵🇸,@ENGIEpartFR comment je peux avoir 2000e d’électricité ???? À réguler allo ?,[],2024-06-07 15:30:13,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
167,MrOrkyd,MrOrkyd,"Bravo  @ENGIEpartFR,  vous êtes tellement des escrocs.  . Entre juin 2023 et aujourd'hui, je vous ai appelé 17 fois. 17 fois on m'a promis de me rapeller pour régler ma situation. Ça n'est jms arrivé. Aucun respect pour vos clients.   #engie #escroquerie #mensonge",[],2024-11-06 14:19:19,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
168,NHMITHA,Nila Mitha,@ENGIEpartFR @sebpialloux @NicolasCatard @bymaddyness Et un abonnement Gaz qui passe de 266€à 312 €  soit 17% de hausse ! Tout va bien ?,[],2024-11-23 06:46:33,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
169,NYID76,momo27,@ENGIEpartSAV vous pouvez me faire un devis si je veux changer de fournisseur ?,[],2024-03-23 12:26:06,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
170,NetParodies,netparodies,"Cela m'a concrètement fait perdre une journée de chiffre d'affaires, \n@ENGIEproFR mon fournisseur m'a depuis rétabli la bonne puissance et vous a transmis mon dossier de réclamation pour le préjudice subi, @ENGIEpartFR\nmerci d'être à la hauteur de votre réputation.",[],2024-09-20 15:46:31,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
170,NetParodies,netparodies,"Bonjour @ENGIEpartFR élu meilleur service client du monde, \ncela fait 2 mois au lieu des 8-10 jours annoncés que j'attends réparation du préjudice subi quand vous avez par erreur inversé 2 points de livraison d'électricité.\nMon entreprise s'est retrouvée avec 6 kvA au lieu des 18",[],2025-01-07 09:17:14,+01:00,False,False,False,False,False,False,False,False,True,False,False,False
171,NicoMontalieu,NicolasMontalieu,"Bonjour @ENGIEpartFR. Comment ça se passe quand on réserve la 1/2 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'après-midi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ?",[],2024-01-21 18:21:23,+01:00,False,False,False,False,True,True,False,False,False,False,False,False
172,Nico_Laustriat,Nicolas Laustriat,".@EDFofficiel quand vous rendez de l'argent en trop perçu annuellement en 2024, augmenter sans accord  les mensualités du calendrier 2025 de 15% est ce normal ? ca commence à ce voir votre manip de tréso chaque année... et  je vais donc faire une estimation chez @ENGIEpartFR",[],2024-12-05 08:08:34,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
173,NoemieMont50349,Noemie Montagne,😱[ Énergie]15 536 euros de régule + 11000 déjà payés par prélèvement mensuel = 1852 euros d’électricité par mois !! Impossible !!! À qui dois je faire appel après le médiateur qui stipule qu’il y a eu litige entre @ENGIEgroup @ENGIEpartFR et @enedis_clients @enedis https://t.co/H5Q4tMBR29,['https://t.co/H5Q4tMBR29'],2025-01-30 22:53:15,+01:00,False,False,False,False,False,False,False,False,False,True,False,False
174,OPredhomme,Olivier Predhomme,.@ENGIEpartFR déjà une semaine et demi sans nouvelle de votre part. Plus d’eau chaude. Plus de chauffage. On fait comment pour avoir une réponse??? C’est quoi ce service client??? @ENGIEgroup,[],2024-02-20 18:26:46,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
175,OceaneLoubiere,👀🍍,@ENGIEpartFR Merci d'arrêter de balader les gens!!! Et de faire votre travail \n#escroc,[],2024-02-19 12:47:20,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
176,OgMedved,Medved,"Salut @ENGIEpartFR , j’entame mon 12eme jour sans électricité, j’suis Jiri Prochazka moi ?",[],2024-11-18 19:09:08,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
177,OmnesK,Kévin Comte | StreamRunners (Omnes),"@ENGIEpartFR ils sont forts quand même, ils ont souscrit d'eux-mêmes un contrat à mon nom (alors que je suis chez @EDFofficiel) et là ils me mettent en recouvrement alors que j'ai jamais été client chez eux.\n\nEt la meuf au téléphone a le culot de me dire ""ça va 100€ c'est rien)",[],2024-10-22 10:41:54,+02:00,False,False,False,False,False,True,True,False,False,False,False,False
178,Palolo89,Laurent ancien Batdoudou89,@ENGIEpartFR bonjour pourriez-vous me dire quand votre application sur téléphone IOs va fonctionner correctement ? Depuis des semaines impossible de connaître la consommation les comparaisons avec les années antérieures ? Merci,[],2024-06-05 22:58:46,+02:00,False,False,False,False,False,False,False,False,False,True,False,False
179,PaoLaVorny,Pao La Vorny,Vous m’expliquez @ENGIEpartFR @ENGIEpartSAV ? Depuis octobre vous me rajoutez entre 20 et 30€ par mois discrètement… Mais je vous vois 👀\n#engie #electricite #arnaque https://t.co/QOaWVsdAZu,['https://t.co/QOaWVsdAZu'],2024-11-20 21:50:54,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
180,PatriceBlanco,PatBla 🇫🇷,"Bonjour @ENGIEpartSAV ,\n\nj’ai passé 15 minutes au téléphone et le conseiller n’a pas su me renseigner…\n\nJ’acquiers une maison le 25 juin.\nActuellement c’est la force qui est installée et je souhaite plutôt repasser en mono.\nC’est un compter linky, quel coût pour changer?\nMerci",[],2024-03-30 17:11:17,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
181,Patrick_3164,PatrickC,"@ENGIEpartSAV Bonjour @ENGIEpartFR ,  votre réponse est inadmissible . \nVous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention.   \nIl neige en Picardie et ma mère est sans chauffage par votre faute 😱 bougez vous !",[],2024-04-23 12:30:25,+02:00,False,False,False,False,False,False,False,True,False,False,False,False
182,Petit20850206,Petit,"@ENGIEpartFR Bonjour, J'ai reçu un courrier de votre part le 29/12/2023 qui m'ordonne d'installer un compteur numérique avant le 01/01/2024, c'est scandaleux !! comment voulez vous que je fasse installer ce compteur en moins de trois jours durant les fêtes de fin d'année ?",[],2024-06-24 10:02:35,+02:00,False,False,False,True,False,False,False,False,False,False,False,False
183,PetruSampieru,Micca Nomi,@ENGIEpartFR \nMa facture mensuelle double \n100% augmentation \n  Merci Engie,[],2024-09-05 20:53:28,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
184,PfChenu,Pierre-François Chenu,"'@ENGIEpartFR apporte son soutien au #PNCEE et à @Ecologie_Gouv dans sa lutte contre la fraude à la #RénovationEnergétique et son objectif de faire des #CEE un outil transparent et efficace pour les consommateurs.\nCes fraudes atteignent douloureusement les #consommateurs lésés, mais aussi l’ensemble des consommateurs qui se voient pénalisés par des factures d’énergie alourdies par les annulations de CEE frauduleux ! https://t.co/SslMBpFn6M",['https://t.co/SslMBpFn6M'],2024-10-10 08:45:25,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
185,PhSanc,Papoo :),"@ENGIEpartFR entre menteur et voleur. 3 mois pour que #engie m'explique qu'ils ont du augmenter mon abonnement gaz , sans me prévenir, de 30% ... a 334€/an on est loin des tarifs annoncés sur votre site .",[],2024-10-11 09:27:21,+02:00,False,False,False,False,False,False,False,False,False,False,True,False
186,PierrOM26,pierrOM⚪️Ⓜ️⚪️Ⓜ️⚪️Ⓜ️,@ENGIEpartFR on pourrait dm svp?,[],2024-05-03 07:41:54,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
187,PierreCol,Pierre Col,"Dites, @ENGIEgroup @ENGIEpartFR, c'est quoi l'idée ?\n\nVous prenez vos clients pour des pigeons et voulez amasser de la trésorerie sur leur dos ?!? https://t.co/WYYRYl4ep5",['https://t.co/WYYRYl4ep5'],2025-01-02 12:28:44,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
187,PierreCol,Pierre Col,"[ 🧵 sur @ENGIEgroup @ENGIEpartFR ]\n\nDans notre appartement, le gaz de ville sert pour le chauffage et la plaque de cuisson.\n\nOn en consomme donc beaucoup plus de novembre à mars que d'avril à octobre, et pour un total de 700 m3 l'année dernière, qui ont coûté 1069 €. https://t.co/ByIJUkdhtN",['https://t.co/ByIJUkdhtN'],2024-05-15 08:30:09,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
188,Pierre_Fiol,Pierre Fiol,"dites @ENGIEpartFR, il y a des gens à vos couleurs (gilet, badge) qui font du porte à porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne (1/2)",[],2024-11-11 15:31:39,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
189,Pierrxt,Pierrot,"@ENGIEpartSAV hello, possible d’aller en DM ?",[],2024-12-13 11:06:13,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
190,Pomsca,Pomsca,@ENGIEpartFR vous êtes sérieux là???\n\n+ 100€/mois d'augmentation sur ma facture d'électricité?? \nVOUS ÊTES SÉRIEUX LÀ???\nJ'AI FAIT x2 SUR MA FACTURE !!! 😡\n\nFaut m'expliquer le délire car ca va clairement pas être possible 😡,[],2024-04-16 16:30:48,+02:00,False,False,False,False,True,False,False,False,False,False,False,False
191,PrSamyleiev,Samyleiev,"Faites des efforts sur la consommation....avec cette baisse là ma facture AUGMENTE . Mieux encore, après avoir diminué de 30% ma conso, je reçoit un mail me conseillant d'augmenter  ma mensualité de  20% pour m'adapter à ma conso! Merci et bravo @ENGIEpartFR   @Ecologie_Gouv ! https://t.co/eX4qzqBHav",['https://t.co/eX4qzqBHav'],2024-07-06 19:52:51,+02:00,False,False,False,False,False,False,False,False,False,False,False,False
192,Qesakostan,Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳,@ENGIEpartFR POURQUOI ENGIE envoie plus mes factures par la poste⁉️\nJ'ai PAS VOULU leur Dématerialisation‼️,[],2024-01-21 12:20:05,+01:00,False,False,False,False,True,False,False,False,False,False,False,False
193,QonDuichotte,Don Quichotte III,Le gaz étant déjà haussier (j’ai baissé ma consommation de 28% et ma facture de gaz a augmenté de 12% chez @ENGIEpartFR)\nBarnier enculé.,[],2024-01-31 11:37:10,+01:00,False,False,False,False,False,False,False,False,False,False,False,False
